No,ID,JK,Kecamatan,Jenis_Tinggal,Alat_Transportasi,Penerima_KPS,Pekerjaan_Ayah,Penghasilan_Ayah,Pekerjaan_Ibu,Penghasilan_Ibu,Rombel_Saat_Ini,Penerima_KIP,Layak_PIP
834,834,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 1,Tidak,Tidak
835,835,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 1,Tidak,Tidak
836,836,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XI MIPA 3,Tidak,Tidak
837,837,L,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Sudah Meninggal,Tidak Berpenghasilan,XII MIPA 3,Tidak,Tidak
838,838,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 500,000 - Rp. 999,999",XII IPS 2,Tidak,Tidak
839,839,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 1,Tidak,Tidak
840,840,P,Kec. Tenayan Raya,Lainnya,Jalan kaki,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 2,Tidak,Tidak
841,841,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 5,Tidak,Tidak
842,842,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Ya,Wiraswasta,"Kurang dari Rp. 500,000",Pedagang Kecil,"Kurang dari Rp. 500,000",X MIPA 4,Ya,Tidak
843,843,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,X MIPA 2,Tidak,Tidak
844,844,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 4,Tidak,Tidak
845,845,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,Wiraswasta,Rp 1.000.000 - Rp 2.000.000,X IPS 3,Tidak,Tidak
846,846,P,Kec. Marpoyan Damai,Bersama orang tua,Jalan kaki,Tidak,Karyawan Swasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X IPS 1,Tidak,Tidak
847,847,P,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 2,Tidak,Tidak
848,848,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 2,Tidak,Tidak
849,849,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
850,850,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Pedagang Kecil,Rp 1.000.000 - Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
851,851,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Pedagang Kecil,Kurang dari Rp 1.000.000,Pedagang Kecil,Kurang dari Rp 1.000.000,X IPS 3,Tidak,Tidak
852,852,L,Kec. Tenayan Raya,Wali,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,Tidak Berpenghasilan,XII IPS 2,Tidak,Tidak
853,853,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",XII IPS 1,Tidak,Tidak
854,854,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Tidak bekerja,Tidak Berpenghasilan,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 3,Tidak,Tidak
855,855,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 6,Tidak,Tidak
856,856,L,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
857,857,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 1,Tidak,Tidak
858,858,L,Kec. Tenayan Raya,Wali,Angkutan umum/bus/pete-pete,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",XI IPS 1,Tidak,Tidak
859,859,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 7,Tidak,Tidak
860,860,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,X IPS 2,Tidak,Tidak
861,861,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
862,862,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII IPS 3,Ya,Tidak
863,863,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,X MIPA 4,Tidak,Tidak
864,864,P,Kec. Tenayan Raya,Bersama orang tua,Angkutan umum/bus/pete-pete,Tidak,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Ya,Tidak
865,865,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 1,Tidak,Tidak
866,866,L,Kec. Tenayan Raya,Bersama orang tua,Lainnya,Tidak,PNS/TNI/Polri,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 2,Tidak,Tidak
867,867,P,Kec. Marpoyan Damai,Bersama orang tua,Jalan kaki,Tidak,Buruh,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 4,Tidak,Tidak
868,868,P,Kec. Marpoyan Damai,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
869,869,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Pensiunan,"Rp. 1,000,000 - Rp. 1,999,999",Tidak bekerja,Tidak Berpenghasilan,XI IPS 2,Tidak,Tidak
870,870,P,Kec. Tenayan Raya,Bersama orang tua,Jalan kaki,Tidak,Buruh,Kurang dari Rp 1.000.000,Tidak bekerja,Tidak Berpenghasilan,X IPS 4,Tidak,Tidak
871,871,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
872,872,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Sudah Meninggal,Tidak Berpenghasilan,Tidak bekerja,"Rp. 1,000,000 - Rp. 1,999,999",XI MIPA 5,Tidak,Tidak
873,873,P,Kec. Marpoyan Damai,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XII MIPA 1,Tidak,Tidak
874,874,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",XI MIPA 7,Tidak,Tidak
875,875,P,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 2,Tidak,Tidak
876,876,L,Kec. Bukit Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",XII MIPA 3,Tidak,Tidak
877,877,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 2,000,000 - Rp. 4,999,999",Karyawan Swasta,"Rp. 5,000,000 - Rp. 20,000,000",XI IPS 1,Tidak,Tidak
878,878,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 500,000 - Rp. 999,999",Tidak bekerja,Tidak Berpenghasilan,XI MIPA 6,Tidak,Tidak
879,879,L,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,PNS/TNI/Polri,"Rp. 2,000,000 - Rp. 4,999,999",Tidak bekerja,Tidak Berpenghasilan,X MIPA 2,Tidak,Tidak
880,880,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Wiraswasta,"Rp. 1,000,000 - Rp. 1,999,999",Lainnya,"Rp. 500,000 - Rp. 999,999",XI MIPA 5,Tidak,Tidak
881,881,P,Kec. Tenayan Raya,Bersama orang tua,Sepeda motor,Tidak,Karyawan Swasta,Lebih dari Rp 2.000.000,Tidak bekerja,Tidak Berpenghasilan,X MIPA 6,Tidak,Tidak
882,882,L,Kec. Bangko,Wali,Sepeda motor,Tidak,Wiraswasta,"Rp. 5,000,000 - Rp. 20,000,000",PNS/TNI/Polri,"Rp. 5,000,000 - Rp. 20,000,000",XII MIPA 4,Tidak,Tidak
